ID,title,DOI,author,year,journal,abstract
Bauer 2021,Associations between developmental timing of child abuse and conduct problem trajectories in a UK birth cohort.,http://doi.org/10.1186/s12888-021-03083-8,Bauer A and Hammerton G and Fraser A and Fairchild G and Halligan SL,2021,BMC psychiatry,"BACKGROUND: Although there is strong evidence for a relationship between child abuse and neglect and conduct problems, associations between child abuse experienced at different developmental stages and developmental trajectories of conduct problems have not been examined. We sought to investigate effects of timing of child abuse on conduct problem trajectories in a large UK birth cohort study. METHODS: We applied latent class growth analysis to identify conduct problem trajectories in the Avon Longitudinal Study of Parents and Children, using parent-rated conduct problems from ages 4-17 years (N = 10,648). Childhood-only and adolescence-only abuse, in addition to abuse in both developmental periods ('persistent' abuse), were assessed by retrospective self-report at age 22 years (N = 3172). RESULTS: We identified four developmental trajectories: early-onset persistent (4.8%), adolescence-onset (4.5%), childhood-limited (15.4%), and low (75.3%) conduct problems. Childhood-only abuse and 'persistent' abuse were associated with increased odds of being on the early-onset persistent and adolescence-onset conduct problem trajectories compared to the low conduct problems trajectory. Adolescence-only abuse was not predictive of trajectory membership. There were no associations between abuse and childhood-limited trajectory membership. CONCLUSIONS: Early-onset persistent and adolescence-onset conduct problems showed similar patterns of association with abuse exposure, challenging developmental theories that propose qualitative, as opposed to quantitative, differences in environmental risk factors between these trajectories. The results also highlight that childhood-only and 'persistent' abuse were more strongly linked to elevated conduct problem trajectories than adolescence-only abuse, and that 'persistent' abuse is particularly detrimental."
Luo 2021,"Perceived Stress, Resilience, and Anxiety Among Pregnant Chinese Women During the COVID-19 Pandemic: Latent Profile Analysis and Mediation Analysis.",http://doi.org/10.3389/fpsyg.2021.696132,Luo Z and Shen Y and Yuan J and Zhao Y and Liu Z and Shangguan F,2021,Frontiers in psychology,"Objective: The coronavirus disease 2019 (COVID-19) pandemic has posed a major threat to pregnant women's mental health. This study aimed to characterize the patterns of perceived stress in pregnant Chinese women during the COVID-19 pandemic, to examine the profile differences on anxiety and resilience, and to investigate whether the differences in these profiles on anxiety were mediated by resilience. Methods: From February 28, 2020 to April 26, 2020, a sample of 2,116 pregnant Chinese women who participated in online crisis interventions completed an online self-reporting questionnaire assessing their demographic characteristics, perceived stress, resilience, and anxiety. Results: Latent profile analysis (LPA) on two stress dimensions [perceived helplessness (HEL) and perceived self-efficacy (SEL)] indicated four perceived stress profiles: adaptive (33.7% of the sample), resistant (44.6%), insensitive (19.1%), and sensitive (2.6%). The women with both adaptive and insensitive profiles had the lowest levels of anxiety, whereas those with the resistant profile had the lowest levels of resilience. Multicategorical mediation analysis showed that resilience partially mediated the differences in the pregnant women's anxiety between the adaptive/insensitive and resistant profile. Conclusion: This study showed the heterogeneity in the perceived stress patterns of pregnant women during the COVID-19 pandemic, revealing the internal mechanisms of pregnant women's anxiety using a person-centered approach, and provided initial evidence guiding the development of differentiated stress interventions to alleviate pregnant women's anxiety during the pandemic."
Junus 2022,Suicide risk profile and the social convoy: Population-level patterns of the young generation's help-seeking behavior and implications for suicide prevention.,http://doi.org/10.1016/j.jad.2021.10.106,Junus A and Yip PSF,2022,Journal of affective disorders,"BACKGROUND: Social support network offers a large potential in augmenting suicide prevention efforts tailored for the young generation (YG), but has so far been largely overlooked in population health studies. Key issues that remain scarcely understood include the composition of the YG's activated support network when they faced psychological distress, along with the prevalence and suicide risk profile associated with these patterns. METHODS: Using data from three consecutive population-representative surveys (2018-2020) on help-seeking behaviors of the YG living in Hong Kong, we first conducted latent class analysis to derive the YG's help-seeking patterns. Next, we conducted multinomial logistic regression to identify unique factors associated with each pattern and multiple logistic regressions for suicide risk indicators to examine risk levels associated with each pattern. RESULTS: Analyses revealed 4 underlying patterns of help-seeking behaviors among the study population. Each pattern was consistently associated with a distinct suicide risk profile based on constituents' level of distress and history of suicide risk behaviors. Severity of suicide risk increased as individuals increased the activation radius of their social convoy, and this increase was more pronounced when individuals extended the radius beyond their inner circle. Individuals whose activated inner circle consisted of family members in addition to just friends & partner had lower suicide risks. CONCLUSIONS: Social support networks hold much potential in augmenting suicide prevention efforts tailored for the general young population. Such efforts may be directed at empowering the inner circle of their convoy, given its predominance for the YG to seek help from."
Al-Hakeim 2021,Construction of an exposure-pathway-phenotype in children with depression due to transfusion-dependent thalassemia: Results of (un)supervised machine learning.,http://doi.org/10.1016/j.jad.2020.12.089,Al-Hakeim HK and Najm AH and Moustafa SR and Maes M,2021,Journal of affective disorders,"BACKGROUND: Transfusion dependent thalassemia (TDT) patients are treated with continued blood transfusions and show a higher prevalence of depression. TDT with consequent iron overload and inflammation is associated with increased severity of depressive symptoms in TDT children. AIM OF THE STUDY: To construct a pathway-phenotype which combines iron overload and neuro-immune biomarkers with depressive symptom subdomains in TDT children. METHODS: We measured iron status parameters (iron, ferritin, transferrin saturation percentage) and inflammatory (interleukin-1β and tumour necrosis factor-α) biomarkers in TDT (n=111) and healthy (n=53) children and analyzed the results using machine learning. RESULTS: Cluster analysis separated TDT children with depression from those without depression and revealed two depressive subgroups one with low self-esteem and another with increased social-irritability scores. Exploratory factor analysis validated four depressive symptom dimensions as reliable constructs, namely key depressive, physiosomatic, lowered self-esteem and social-irritability dimensions. Partial Least Squares showed that 73.0% of the variance in a latent vector extracted from those four clinical subdomains, immune-inflammatory and iron overload biomarkers was explained by exposure variables including the number of blood transfusions and hospitalizations and use of deferoxamine. The exposure data, iron and immune biomarkers, and symptom subdomains are reflective manifestations of a single latent trait, which shows internal consistency reliability and predictive relevance. CONCLUSIONS: The nomological network combining exposure, pathways and behavioral phenome manifestations provides an index of overall severity and disease risk and, therefore, constitutes a new drug target, indicating that iron overload and immune activation should be targeted to treat depression due to TDT."
Liu 2021c,The Benefits of Self-Transcendence: Examining the Role of Values on Mental Health Among Adolescents Across Regions in China.,http://doi.org/10.3389/fpsyg.2021.630420,Liu P and Wang X and Li D and Zhang R and Li H and Han J,2021,Frontiers in psychology,"As one of the foundations of existential positive psychology, self-transcendence can bring positive intrapersonal and interpersonal outcomes, especially in the COVID-19 era in which people are suffering huge mental stress. Based on Schwartz's theory of human basic values, the current study combines variable-centered and person-centered approaches to examine the relationships between adolescents' values and mental health across two regions in China. The results generally showed that (1) both self-enhancement and conservation values were positively correlated with depression and loneliness, while both self-transcendence and openness to change values negatively correlated with depression and loneliness. The results also showed that (2) there were four value clusters (i.e., self-focus, other-focus, anxiety-free, undifferentiated), and, compared to adolescents in the self-focus and undifferentiated values cluster, all adolescents in the anxiety-free values cluster reported lower depression and loneliness, while all adolescents in the other-focus values cluster reported higher depression and loneliness. The differences between the two regional groups only emerged in depression. Specifically, adolescents in Shanghai have higher levels of depression than adolescents in Qingdao. This study provides some evidence for the new science of self-transcendence among adolescents and also sheds light on how we may improve the level of mental health during the COVID-19 era."
Bhullar 2021,Profiling Suicide Exposure Risk Factors for Psychological Distress: An Empirical Test of the Proposed Continuum of Survivorship Model.,http://doi.org/10.3389/fpsyt.2021.692363,Bhullar N and Sanford RL and Maple M,2021,Frontiers in psychiatry,"The Continuum of Survivorship proposes a way in which individuals may experience the suicide death of someone known to them along a continuum from being exposed to the death through to long-term bereavement. The present study provides a first empirical testing of the proposed model in an Australian community sample exposed to suicide. Using a Latent Profile Analysis, we tested the suicide exposure risk factors (time since death, frequency of pre-death contact, reported closeness, and perceived impact) to map to the Continuum of Survivorship model. Results revealed identification of five profiles, with four ranging from suicide exposed to suicide bereaved long-term broadly aligning with the proposed model, with one further profile being identified that represented a discordant profile of low closeness and high impact of suicide exposure. Our findings demonstrate that while the proposed model is useful to better understand the psychological distress related to exposure to suicide, it cannot be used as ""shorthand"" for identifying those who will be most distressed, nor those who may most likely need additional support following a suicide death. Implications and future research directions are discussed."
Stout 2021,Resting-state connectivity subtype of comorbid PTSD and alcohol use disorder moderates improvement from integrated prolonged exposure therapy in Veterans.,http://doi.org/10.1017/S0033291721001513,Stout DM and Harlé KM and Norman SB and Simmons AN and Spadoni AD,2021,Psychological medicine,"BACKGROUND: Posttraumatic stress disorder (PTSD) and alcohol use disorder (AUD) are highly comorbid and are associated with significant functional impairment and inconsistent treatment outcomes. Data-driven subtyping of this clinically heterogeneous patient population and the associated underlying neural mechanisms are highly needed to identify who will benefit from psychotherapy. METHODS: In 53 comorbid PTSD/AUD patients, resting-state functional magnetic resonance imaging was collected prior to undergoing individual psychotherapy. We used a data-driven approach to subgroup patients based on directed connectivity profiles. Connectivity subgroups were compared on clinical measures of PTSD severity and heavy alcohol use collected at pre- and post-treatment. RESULTS: We identified a subgroup of patients associated with improvement in PTSD symptoms from integrated-prolonged exposure therapy. This subgroup was characterized by lower insula to inferior parietal cortex (IPC) connectivity, higher pregenual anterior cingulate cortex (pgACC) to posterior midcingulate cortex connectivity and a unique pgACC to IPC path. We did not observe any connectivity subgroup that uniquely benefited from integrated-coping skills or subgroups associated with change in alcohol consumption. CONCLUSIONS: Data-driven approaches to characterize PTSD/AUD subtypes have the potential to identify brain network profiles that are implicated in the benefit from psychological interventions - setting the stage for future research that targets these brain circuit communication patterns to boost treatment efficacy."
Mai 2021,What Type of Social Support Is Important for Student Resilience During COVID-19? A Latent Profile Analysis.,http://doi.org/10.3389/fpsyg.2021.646145,Mai Y and Wu YJ and Huang Y,2021,Frontiers in psychology,"In the face of the sudden outbreak of coronavirus 2019 (COVID-19), some students showed resilience in coping with difficulties while some did not. While different types of students showed different levels of resilience, are there significant characteristics among students with similar levels of resilience? In this study, 3,454 students (aged 15-25 years) were surveyed to understand students' perceived social support-coping modes while investigating the demographic characteristics and mental health status of subclasses of different modes. We found that (1) in the two subgroups of students with extremely low and low levels of perceived social support, the source of students' perceived social support did not have a clear orientation; in the two subgroups with moderate and high levels of perceived social support, the most perceived emotional support was from family and friends, while the least perceived support was companionship from teachers, classmates, and relatives, and problems related to the dependability of friends and communication with family. (2) The degree of social support perceived by students is directly proportional to the coping tendency, i.e., as the degree of perceived social support increases, the proportion of students adopting active coping strategies increases while that of students adopting negative coping strategies decreases; thus, we concluded that high levels of emotional support from family and friends can increase students' tendency of adopting positive strategies to cope with difficulties, while problems related to the dependability of friends and communication with family decrease students' tendency of adopting positive coping strategies. (3) Gender had a significant impact on the extremely low and low levels of perceived social support-negative coping tendencies; these subgroups accounted for 34.6% of the total students. Gender showed no significant influence on other subgroups, a school type had no impact on the distribution of the subgroups. (4) The higher the degree of perceived social support, the lower is the degree of students' general anxiety, and the lower is the degree of impact by the COVID-19 pandemic. The subdivision of student groups allows us to design more targeted support programmes for students with different psychological characteristics to help them alleviate stress during the COVID-19 epidemic."
Lau 2021,"Childhood Maltreatment, Psychopathology, and Offending Behavior in Patients With Schizophrenia: A Latent Class Analysis Evidencing Disparities in Inpatient Treatment Outcome.",http://doi.org/10.3389/fpsyt.2021.612322,Lau S and Kirchebner J and Kling S and Euler S and Günther MP,2021,Frontiers in psychiatry,"Background: Extant research has provided evidence for disparities between patients with schizophrenia spectrum disorder (SSD) who have and have not experienced childhood maltreatment (CM) in terms of treatment outcome, psychopathology and their propensity to engage in offending behavior. However, research addressing all phenomena is scarce. Objective: The current study aims to explore differences between offender patients with SSD and CM and those with SSD and no CM in terms of their offending, psychopathology at different points in time and treatment outcome. Method: In the present explorative study, latent class analysis was used to analyze differences between 197 offender patients with SSD and CM and 173 offender patients with SSD and no CM, who were admitted to forensic psychiatric inpatient treatment between 1982 and 2016 in Switzerland. Results: Three distinct homogenous classes of patients were identified, two of which were probable to have experienced significant CM. One third of patients with SSD and CM were probable to benefit from inpatient treatment, even surpassing results observable in the group without CM, whereas the other group with SSD and CM was probable to benefit less. Patients with SSD and no CM displayed more psychopathology at first diagnosis and prior to their index offense. Interclass differences in offending behavior were minimal. Conclusions: Offender patients with SSD and CM differ not only from offender patients with SSD and no CM, but also amongst themselves. While some with SSD and CM experience a remission in psychopathology and improve their prognosis for future offending behavior, others do not. Directions for future research on SSD and CM are discussed."
Kawabata 2021,Exploring the Dimensions of Movement-Specific Reinvestment From Personal Characteristics Perspectives.,http://doi.org/10.3389/fpsyg.2021.716945,Kawabata M and Imanaka K,2021,Frontiers in psychology,"The purposes of the present study were three-fold: to examine (a) if the movement-specific reinvestment responses should be represented as two dimensional constructs, (b) whether dichotomization of the movement-specific reinvestment responses are appropriate, and (c) how the two dimensions are associated with relevant psychological concepts. To conduct a comparative examination of the MSRS structure in two Asian samples, participants were 236 Japanese university students (136 men, 100 women; M (age) = 18.0, SD = 1.6) and 328 Singaporeans (167 men, 161 women; M (age) = 21.8, SD = 1.8). After examining the factor structure of the movement-specific reinvestment responses for the first purpose, latent class factor analysis was conducted for both samples for the second purpose. For the third purpose, correlation analysis and mediation analysis were conducted for a part of the Singaporean sample. Through a series of latent class factor analysis, four and three classes were identified for the Japanese and Singaporean samples, respectively. For both samples, the patterns of the item-average scores for the two movement-specific reinvestment dimensions were parallel among the classes. Conscious Motor Processing was positively associated with mental toughness, intrinsic regulation, integrated regulation, mastery-approach and task goal orientations, and dispositional flow, whereas Movement Self-Consciousness was positively related with stress and mastery-avoidance goal orientation. The findings of the study supported (a) the two-dimensional representation of the movement-specific reinvestment responses, but did not fully support (b) the practice of dichotomization of the movement-specific reinvestment responses, and indicated that (c) at the trait level, Conscious Motor Processing and Movement Self-Consciousness were associated with positive and negative psychological constructs, respectively."
Yang 2021,"Stressful Experiences, Connection, and Depressive Symptoms Among Taiwanese Han and Indigenous Youth.",http://doi.org/10.3389/fpsyg.2021.695751,Yang PJ,2021,Frontiers in psychology,"This study examined Taiwanese Han and indigenous (Tayal) youth's experiences of stressful life events, the association between stressful experiences and depressive symptomology, and also the indirect and interactive effects of connection on the relationship between stressful experiences and depressive symptomology. Taiwanese Han (97%) is the majority group, whereas indigenous people make up 2.3% of Taiwan's population. Taiwanese indigenous people have experienced disparities across socio-historical, educational, and economic aspects of their lives. This study included 291 eighth-grade participants (40% from the Tayal tribe, 48.8% female, and M (age) = 13.44). The Han sample in this study all lived in cities, and the Tayal sample all lived in the tribal areas of the Northern Taiwan mountain regions. Person-centered (latent class analyses) and cumulative (sum of items) approaches were used to investigate family and school stressful events, respectively. Hierarchical regression analyses were conducted separately for the Han and Tayal participants to examine the role of family and school connection in relation to family and school stressors and depressive symptomology. Our results showed that stressful experiences are clearly linked to depressive symptomology and family connection was important to both Tayal and Han youth in supporting their coping with depressive symptoms. However, Tayal youth might be particularly vulnerable to family stressful events because family stressors disrupted their connection with their parents and thereby minimized the protective function of family relationships. To decrease the likely onset of depression during early adolescence, our results suggest that it is important for parents and other family members to monitor adolescents' daily experiences of stress and provide support when needed. Furthermore, mental health interventions need to be tailored specifically for youth in specific racial, social, and economic contexts. Tayal youth mental health might benefit particularly from increasing school connection and decreasing stresses experienced in family contexts. Implications, limitations, and recommendations for future research are discussed."
Murray 2021,Developmental trajectories of ADHD symptoms in a large population-representative longitudinal study.,http://doi.org/10.1017/S0033291721000349,Murray AL and Hall HA and Speyer LG and Carter L and Mirman D and Caye A and Rohde L,2021,Psychological medicine,"BACKGROUND: Previous research has suggested that there is substantial heterogeneity in the developmental trajectories of attention-deficit/hyperactivity disorder (ADHD) symptoms. Sometimes, qualitative distinctions between trajectories with different ages of onset and/or patterns of remission are made; however, little is known about the predictors and broader clinical meaningfulness of these candidate 'developmental subtypes' of ADHD symptoms. METHODS: We applied latent class growth analysis to data from the UK Millennium Cohort Study (MCS; N = 11 316; ages 3, 5, 7, 11 and 14) to evaluate whether developmental trajectories of ADHD symptoms differing in early life predictors could be identified. Our optimal model included six trajectory groups, labelled unaffected (34.9% of the sample), mildly affected (24.1%), subclinical remitting (12.8%), pre-school onset partially remitting (14.1%), developmentally increasing (7.6%) and pre-school onset persistent (6.4%). RESULTS: Factors such as gender, conduct problems, cognitive ability, maternal education, premature birth, peer problems and school readiness scores differentiated between specific ADHD symptom trajectories. CONCLUSIONS: Taken together, our findings provide preliminary evidence that distinguishing different trajectories of ADHD symptoms could be clinically informative."
Daundasekara 2021,The mediating effect of parenting stress and couple relationship quality on the association between material hardship trajectories and maternal mental health status.,http://doi.org/10.1016/j.jad.2021.04.058,Daundasekara SS and Schuler BR and Beauchamp JES and Hernandez DC,2021,Journal of affective disorders,"BACKGROUND: Household material hardships could have a negative impact on maternal mental health. Understanding mechanisms by which material hardship trajectories affect maternal depression and anxiety could aid health care professionals and researchers to design better interventions to improve mental health outcomes among mothers. METHODS: The study identified family-level mechanisms by which material hardship trajectories affect maternal depression and anxiety using Fragile Families and Child Wellbeing Study data (n = 1,645). Latent growth mixture modelling was used to identify latent classes of material hardship trajectories at Years-1, -3, and -5. Parenting stress and couple relationship quality was measured at Year-9. The outcome measures included maternal depression and generalized anxiety disorder (GAD) at Year-15 based on the Composite International Diagnostic Interview - Short Form. RESULTS: Parenting stress mediated the association between low-increasing hardship (b = 0.020, 95% confidence interval (CI):0.003, 0.043) and maternal depression. Parenting stress also mediated the association between high-increasing hardship (b = 0.043, 95% CI:0.004, 0.092), high decreasing hardship (b = 0.034, 95% CI=0.001, 0.072), and low-increasing (b = 0.034, 95% CI:0.007, 0.066) and maternal GAD. In all models, current material hardship was directly related to maternal depression (b = 0.188, 95% CI:0.134, 0.242) and GAD (b = 0.174, 95% CI:0.091, 0.239). LIMITATIONS: Study results need to be interpreted with caution as the FFCWS oversampled non-marital births as part of the original study design. CONCLUSIONS: While current material hardship appears to be more related to maternal mental health, prior material hardship experiences contribute to greater parenting stress which places mothers at risk for experiencing depression and GAD later on."
Aoun 2021,Prospective evaluation of the DSM-5 persistent complex bereavement disorder criteria in adults: dimensional and diagnostic approaches.,http://doi.org/10.1017/S0033291719003829,Aoun EG and Porta G and Melhem NM and Brent DA,2021,Psychological medicine,"BACKGROUND: We examine the performance of the Diagnostic and Statistical Manual of Mental Disorders-fifth edition (DSM-5) persistent complex bereavement-related disorder (PCBD) criteria in bereaved adults to identify prolonged grief cases determined prospectively. METHODS: Bereaved adults (n = 138) were assessed at 8, 21, 32, 67, and 90 months after the sudden death of a spouse or close relative. We used latent class growth analysis to identify the longitudinal trajectories of grief assessed using the Inventory for Complicated Grief. To validate the trajectory that corresponded to prolonged grief, we examined the baseline predictors of these trajectories and their relationship with functional impairment. RESULTS: We found three distinct trajectories of grief reactions. One of these trajectories (13.8%) showed high and sustained grief reactions that persisted for almost 7.5 years after the death. Participants with prolonged grief showed greater functional impairment [relative risk ratio (RRR) = 0.82, 95% confidence interval (CI): 0.70 to -0.97; p = 0.02] and higher self-reported depression (RRR = 1.21, 95% CI 1.09 to 1.96; p = 0.001) than participants whose grief reactions subsided over time. The original PCBD (requiring 6 criterion C symptoms) criteria correctly identified cases (57.9-94.7%) with perfect specificity (100%) but low to high sensitivity (5.6-81.3%); however, its sensitivity increased when revising criterion C to require ⩾3 (45.5-94.1%). The dimensional approach showed high sensitivity (0.50-1) and specificity (0.787-0.97). CONCLUSIONS: We recommend revisions to the PCBD criteria, which are overly restrictive and may exclude cases with clinically significant grief-related distress and impairment. In the meantime, clinicians need to monitor grief symptoms over time using available dimensional approaches to reduce the burden of grief."
Hamilton 2021,Prospective predictors of decline v. stability in mild cognitive impairment with Lewy bodies or Alzheimer's disease.,http://doi.org/10.1017/S0033291720001130,Hamilton CA and Matthews FE and Donaghy PC and Taylor JP and O'Brien JT and Barnett N and Olsen K and McKeith IG and Thomas AJ,2021,Psychological medicine,"BACKGROUND: Mild cognitive impairment (MCI) may gradually worsen to dementia, but often remains stable for extended periods of time. Little is known about the predictors of decline to help explain this variation. We aimed to explore whether this heterogeneous course of MCI may be predicted by the presence of Lewy body (LB) symptoms in a prospectively-recruited longitudinal cohort of MCI with Lewy bodies (MCI-LB) and Alzheimer's disease (MCI-AD). METHODS: A prospective cohort (n = 76) aged ⩾60 years underwent detailed assessment after recent MCI diagnosis, and were followed up annually with repeated neuropsychological testing and clinical review of cognitive status and LB symptoms. Latent class mixture modelling identified data-driven sub-groups with distinct trajectories of global cognitive function. RESULTS: Three distinct trajectories were identified in the full cohort: slow/stable progression (46%), intermediate progressive decline (41%) and a small group with a much faster decline (13%). The presence of LB symptomology, and visual hallucinations in particular, predicted decline v. a stable cognitive trajectory. With time zeroed on study end (death, dementia or withdrawal) where available (n = 39), the same subgroups were identified. Adjustment for baseline functioning obscured the presence of any latent classes, suggesting that baseline function is an important parameter in prospective decline. CONCLUSIONS: These results highlight some potential signals for impending decline in MCI; poorer baseline function and the presence of probable LB symptoms - particularly visual hallucinations. Identifying people with a rapid decline is important but our findings are preliminary given the modest cohort size."
Williams 2021,Community stakeholder preferences for evidence-based practice implementation strategies in behavioral health: a best-worst scaling choice experiment.,http://doi.org/10.1186/s12888-021-03072-x,Williams NJ and Candon M and Stewart RE and Byeon YV and Bewtra M and Buttenheim AM and Zentgraf K and Comeau C and Shoyinka S and Beidas RS,2021,BMC psychiatry,"BACKGROUND: Community behavioral health clinicians, supervisors, and administrators play an essential role in implementing new psychosocial evidence-based practices (EBP) for patients receiving psychiatric care; however, little is known about these stakeholders' values and preferences for implementation strategies that support EBP use, nor how best to elicit, quantify, or segment their preferences. This study sought to quantify these stakeholders' preferences for implementation strategies and to identify segments of stakeholders with distinct preferences using a rigorous choice experiment method called best-worst scaling. METHODS: A total of 240 clinicians, 74 clinical supervisors, and 29 administrators employed within clinics delivering publicly-funded behavioral health services in a large metropolitan behavioral health system participated in a best-worst scaling choice experiment. Participants evaluated 14 implementation strategies developed through extensive elicitation and pilot work within the target system. Preference weights were generated for each strategy using hierarchical Bayesian estimation. Latent class analysis identified segments of stakeholders with unique preference profiles. RESULTS: On average, stakeholders preferred two strategies significantly more than all others-compensation for use of EBP per session and compensation for preparation time to use the EBP (P < .05); two strategies were preferred significantly less than all others-performance feedback via email and performance feedback via leaderboard (P < .05). However, latent class analysis identified four distinct segments of stakeholders with unique preferences: Segment 1 (n = 121, 35%) strongly preferred financial incentives over all other approaches and included more administrators; Segment 2 (n = 80, 23%) preferred technology-based strategies and was younger, on average; Segment 3 (n = 52, 15%) preferred an improved waiting room to enhance client readiness, strongly disliked any type of clinical consultation, and had the lowest participation in local EBP training initiatives; Segment 4 (n = 90, 26%) strongly preferred clinical consultation strategies and included more clinicians in substance use clinics. CONCLUSIONS: The presence of four heterogeneous subpopulations within this large group of clinicians, supervisors, and administrators suggests optimal implementation may be achieved through targeted strategies derived via elicitation of stakeholder preferences. Best-worst scaling is a feasible and rigorous method for eliciting stakeholders' implementation preferences and identifying subpopulations with unique preferences in behavioral health settings."
Gao 2021b,Trajectories of depression and anxiety in Chinese high school freshmen: Associations with Internet addiction.,http://doi.org/10.1016/j.jad.2021.02.074,Gao T and Qin Z and Hu Y and Fei J and Cao R and Liang L and Li C and Mei S and Meng X,2021,Journal of affective disorders,"BACKGROUND: Most previous studies focused on the associations of depression and anxiety with Internet addiction (IA) have used variable-centered approaches. This study aims to explore the distinct developmental trajectories of depression and anxiety, and their association with IA based on person-centered approaches. METHODS: A total of 437 Chinese high school freshmen at the baseline were followed across one year. Latent class growth analysis (LCGA) and growth mixture modeling (GMM) were used to identify the heterogeneity of individual trajectories of depression and anxiety. RESULTS: For depression, there were three distinct trajectories identified, namely, the escalating group (n=60, 13.7%), recovery group (n=31, 7.1%), and the low-stable group (n=346, 79.2%). For anxiety, the subgroups consisted of the escalating group (n=50, 11.4%), the recovery group (n=34, 7.8%), and the low-stable group (n=353, 80.8%). The probability of IA in the depression low-stable group was significantly smaller compared to those in either the recovery group (χ(2)=10.794, P=0.001) or the escalating group (χ(2)=19.314, P<0.001). The probability of IA in the anxiety low-stable group was found to be significantly smaller than that in the recovery group (χ(2)=17.359, P<0.001) and the escalating group (χ(2)=7.752, P=0.005). LIMITATIONS: The sample was limited to students from one specific high school and had a one-year follow-up. CONCLUSIONS: The findings of the study suggest the necessity of early prevention and intervention strategies for those students with depression and anxiety, which are at elevated risk of developing IA."
Chegeni 2021,Aggression and Psychological Distress in Male and Female Anabolic-Androgenic Steroid Users: A Multigroup Latent Class Analysis.,http://doi.org/10.3389/fpsyt.2021.629428,Chegeni R and Notelaers G and Pallesen S and Sagoe D,2021,Frontiers in psychiatry,"The relationship between anabolic-androgenic steroid (AAS) use and aggression and psychological distress requires further elucidation. No previous study has examined whether the latent patterns of aggression and psychological distress are the same in male and female AAS users. Multigroup latent class analysis (MLCA) can be used to classify individuals into groups based on their responses on a set of variables, and to investigate measurement invariance across subgroups. We therefore conducted a MLCA to identify discrete subgroups of aggression and psychological distress in AAS users, and used measurement invariance to examine whether the identified subgroups can be applied to both sexes. We also examined the relationship between sex and subgroup belongingness. The sample comprised 206 AAS users (females = 58.30%) aged 14-56 (mean = 26.86, SD = 7.12) years. They completed questionnaires assessing demographics, AAS use, aggression, and psychological distress. Based on the MLCA, five subgroups were identified: high aggression moderate distress users (HAMoD: 07.63%), moderate aggression distress users (18.64%), moderate direct aggression-mild indirect aggression moderate distress users (22.95%), mild direct aggression-moderate indirect aggression-distress users (11.71%), and low aggression mild distress users (LAMiD: 39.06%). Although a homogenous five-class solution was the best model for both sexes, sex was significantly associated with the probability of subgroup membership. In particular, members of the HAMoD subgroup were more likely to be male whereas members of the LAMiD subgroup were more likely to be female. Our study provides novel empirical evidence of the idiosyncratic patterns of aggression and psychological distress among male and female AAS users."
Lin 2021b,Identifying Subgroups of Patients With Autism by Gene Expression Profiles Using Machine Learning Algorithms.,http://doi.org/10.3389/fpsyt.2021.637022,Lin PI and Moni MA and Gau SS and Eapen V,2021,Frontiers in psychiatry,"Objectives: The identification of subgroups of autism spectrum disorder (ASD) may partially remedy the problems of clinical heterogeneity to facilitate the improvement of clinical management. The current study aims to use machine learning algorithms to analyze microarray data to identify clusters with relatively homogeneous clinical features. Methods: The whole-genome gene expression microarray data were used to predict communication quotient (SCQ) scores against all probes to select differential expression regions (DERs). Gene set enrichment analysis was performed for DERs with a fold-change >2 to identify hub pathways that play a role in the severity of social communication deficits inherent to ASD. We then used two machine learning methods, random forest classification (RF) and support vector machine (SVM), to identify two clusters using DERs. Finally, we evaluated how accurately the clusters predicted language impairment. Results: A total of 191 DERs were initially identified, and 54 of them with a fold-change >2 were selected for the pathway analysis. Cholesterol biosynthesis and metabolisms pathways appear to act as hubs that connect other trait-associated pathways to influence the severity of social communication deficits inherent to ASD. Both RF and SVM algorithms can yield a classification accuracy level >90% when all 191 DERs were analyzed. The ASD subtypes defined by the presence of language impairment, a strong indicator for prognosis, can be predicted by transcriptomic profiles associated with social communication deficits and cholesterol biosynthesis and metabolism. Conclusion: The results suggest that both RF and SVM are acceptable options for machine learning algorithms to identify AD subgroups characterized by clinical homogeneity related to prognosis."
